review_id,user_id,business_id,review/0/0,date,time,categories,city,state,stars,business_review_count,predicted_review_score,actual_yelp_score
yTiepNH0C5azREUVbtTPiA,OuPzokcIhyd3bVp0rtDd0A,b8jbsZHfrGZCVPjI9KXV_g,Unfriendly woman at the counter who is obviously unhappy that she's got to work tonight. I can't say I blame her but if you have to work at 10 pm at McDonalds you might as well try to make the best of it. Hard to find a clean table to sit at too.,2018-01-21,08:07:31,"Fast Food, Burgers, Coffee & Tea, Restaurants, Food",Carpinteria,CA,2,70,1.125,2
CZZ7GkMegjYkzfbPXGHh7g,Xji8Dh1eV6Jyy5cEmrLd0w,MSnWYdS0w5m9JLcr1wHO4w,"WORST. Slow and the food was burnt and stale. Just go somewhere else. I don't know what happened; ten years ago, this wasn't a bad store, but now it's just disgusting. Even the staff doesn't want to be there; why should you??",2015-08-06,14:19:25,"Fast Food, Food, Coffee & Tea, Restaurants, Burgers",Frazer,PA,1,73,0.125,1
bQdZKtybh6mw2PrjLyC0CQ,wOv9LTCh1eLAz-lGjOc4Dw,VTOeRnkozjB4wLJhWhS3BA,Curtis waited on me. Very well groomed young man. Inside of store very clean. Fast food service. This is one of the good locations. Multiple people offered me catch-up and napkins.,2017-02-24,00:41:54,"Restaurants, Food, Coffee & Tea, Fast Food, Burgers",Brandon,FL,2,32,4.9750000000000005,5
Hlma7cbDtnhpi4h27fEgoQ,1PFOhJ9esCxgB87epLQHeA,s5J4_ZJpBqsPYuq8ddZkOw,"Gave it a one star because I couldn't give it a zero otherwise I would. Their soda machine doesn't work it's always uncarbonated water and they won't even you place 2 separate order they the drive and there excuse was there's a big line in the drive thru, I looked back and I was the only car there. They did that twice. Don't waste your time with these bums.",2017-02-22,17:14:13,"Fast Food, Burgers, Restaurants, Coffee & Tea, Food",Berlin,NJ,1.5,15,0.25,1
682ZyM2QmNcF4Wa0Ix6xGw,h0-hvODz_t70_j7YlOyqmA,TC0SkzAqSdbmX0bYyvoJ8g,"I go to this Macdonald because it is the closest but I do not go anymore!  Every time I go, the treatment is horrible, they are rude, ill-mannered, they have no education, they throw food at you, they give you what is not, they give you incomplete orders, like they give courses to all employees, how to treat customers badly, there is one in particular  who has all his face covered I do not know what country he is from but he is super rude.  don't ever go shopping there",2021-02-09,00:40:38,"Fast Food, Restaurants, Food, Coffee & Tea, Burgers",Philadelphia,PA,1.5,22,0.525,1
7Z-HFrBetFOqaXwhXtm1RA,VRSGJ60crFuS7ZO-6xok1Q,GEdrmeb5ubO2Gq5MgMxDtQ,"Horrible, horrible, horrible service at drive thru. Really deserves minus 2-3 stars. So slow and seemingly clueless when they ask you to wait and taking order. The wait was so long and they still messed up my order. Who runs this place? They need to step out of their tiny office and witness the train wreck themselves. Will avoid this place at all cost you should as well.",2018-09-24,23:51:45,"Fast Food, Coffee & Tea, Food, Restaurants, Burgers",Tucson,AZ,1.5,62,0.49999999999999994,1
5yf_e9MN3Ls0Jc69h8Kgpg,nRpUQsLfGWBJ8u7gcj6qzA,ZYJzr1diF0uwD4Wp7qkKxQ,Great McDonald's location to get my favorite fish filet sandwich. Staff are really nice always.,2020-01-11,21:55:31,"Coffee & Tea, Burgers, Restaurants, Food, Fast Food",Downingtown,PA,1.5,8,5,4
TfaLSfao3i0eE5HTWe-1qg,tNUwcoD3mLMYX94DDJVRJQ,S0DD7L0Cu-fzIkzHEmjzTg,"For three nights we have gone by, once at 2 am once at 3 am and once at 1 am to get fries and a coffee but they turned us away saying the registers are down. Definitely not open 24 hours like they claim when 3 hours a night they turn people away yet the lights are on and it says open.

I won't try again!",2015-04-03,08:11:27,"Restaurants, Fast Food, Breakfast & Brunch, Burgers, Coffee & Tea, Food",Franklin,TN,2,24,0.22499999999999998,1
OGyJebSu0yw1wxdWPUL3fA,gQPSUuTmMd6Q2dsGp5nAtQ,haYikT8axUlLyNS7k-osng,This location has the cleanest espresso machine in town...because it's ALWAYS down for cleaning.,2018-11-09,00:54:02,"Fast Food, Restaurants, Burgers, Food, Coffee & Tea",Tucson,AZ,1.5,57,3.8999999999999995,1
d6C0su4n3r9K5UlUqo7Fkw,A_dmad1AHmmJZxfAayVs1A,11_eIDfQ146e1J3CMPjpqA,Food poisoning!!! My husband and I have been beyond ill and in the bathroom since we've ate here in the morning.... thank goodness my son didn't want to eat!,2019-01-06,05:34:22,"Burgers, Food, Hot Dogs, Restaurants, Fast Food, Coffee & Tea",Hermitage,TN,2,14,1.725,1
WQb6EhaJ_LQkm265SN_Qjw,AeJDuwLm6-aq2S-qpV72cw,TC0SkzAqSdbmX0bYyvoJ8g,Worst place on the planet. 99.9% of the time this place gets your food wrong. They never care they take forever and have the worst customer service I've ever seen. Avoid at all costs. Whoever owns this McDonald's should be ashamed.,2020-10-09,13:05:44,"Fast Food, Restaurants, Food, Coffee & Tea, Burgers",Philadelphia,PA,1.5,22,0,1
_tpSoqy_SgDN6gdU4BB0nw,tz7CVAL06QkZTWLCMVJxVQ,1Jo4UC0YNPoPm9Gfur8tQA,Asked Machalla/Nachalla whatever tf her name is for sauce she looked and said something to a coworker and literally did not receive shit. If you don't want to do your job why work there?? I got charged for the extra m&ms on my McFlurry (which is fine because I asked for extra) but they didn't even mix the m&ms in they just put m&ms on top lol SO RIDICULOUS,2021-09-24,04:11:58,"Restaurants, Coffee & Tea, Burgers, Food, Fast Food",Sun Valley,NV,1,39,1.4000000000000001,1
xQLBDJ84ri716zvoI0xoVQ,BMWqO7wdXqgR7Es_4M0IhQ,7YiLEuHuUONZrMPT0OxXUQ,"This McDonald's would make Ronald McDonald cry.

Upon our maiden visit to this McDonald's, our family was greeted by four homeless individuals sitting just outside the door. One wore the battle scars of a meth addict, and another asked us if we could bring her some food on the way out. We were then directed by a sign on the door to enter through the door that DIDN'T have the broken glass. 

While waiting in line, our 11 year old daughter was greeted by an older schizophrenic woman who told her she needed to come out to her parents and admit that she was ""A dike, a f**king lesbian"" and then she continued to swear and ramble on about how we now have a black president. 

After we received our food, we headed for the cleanest booth we could find, the one with a broken pad on one side, and a rip in the other. The food and service was consistent for a McDonald's, but the food was not the problem. 

Seriously McDonald's, if you are reading this, this location is harming your reputation, and you should not be endangering your customers by encouraging them to visit you here. It's not you, it's the neighborhood. Get out.",2015-08-16,02:54:06,"Fast Food, Restaurants, Burgers, Coffee & Tea, Food, American (Traditional)",Reno,NV,1.5,89,0.9,1
SwM69-WNEQroRTbqMOY6_A,fK97sOoazAwD1Nq2CBCIpQ,gb7JjRJtzWDsIWpJihZhBQ,"Very nice, helpful staff........it is appreciated.  My driver had a tire blow out.
It smelled or burning rubber. We pulled into McDonald's lot. The lot was very clean. I saw employee  cleaning. I had my pet carrier,  suitcase etc.
Traveling from out of state. I left belongings on front picnic table. I went in, bought one water. Outside at table I took a bit of time contacting another 
Driver. Staff from window saw my dilemma.  They allowed a few extra minutes. Hey thanks for being kind. Karma goes a long way.",2021-04-30,18:03:17,"Food, Burgers, Restaurants, Coffee & Tea, Fast Food",Pennsville,NJ,2,20,3.325,5
4CX67Q4eMIbnIFaFpaEkvA,fz1bbx_Q0TCkkSYhpE2ooA,haYikT8axUlLyNS7k-osng,"Anything less than 1 Star? Corporate needs to CLEAN house. 
The inside of the building was closed, so we proceeded through the drive-thru. There were about 6 cars ahead of us. We didn't move for 20 minutes. AT MC DONALDS. IN TUCSON. LIKE WHAT?

 As soon as we got to the kiosk, there were two lines to choose from. Line 1 and Line 2, we went to line two, furthest from the building and waited for the person on the headset to take our order. We hear a girl say, with a deep sigh, ""Welcome to McDonalds, so umm just to let you guys know we only are accepting cash"" ... Weird flex, but ok. Seems like this location only takes cash? Which to me is a little weird... But thank goodness we had cash on us! After we told her that'd be fine, she came back over the intercom abruptly saying,  ""it's going to be about a 20 - 30 minute wait"", then clicked. There was no where for us to say ""OK"" or ""Thank you not to worry"". There was no where for us to go even if we didn't want to wait. You can't just bail when you're stuck in the line with cars in front and behind you... 

We waited about 3 minutes for her to come back to us to get our order in, we looked over to the other line, line 1, and a man's voice comes over the speaker to the next car, ""Hi Welcome to McDonalds... only accepting cash.."" ""okay cool"" ""What can I get started for you?"" Hearing this THEN, seeing two cars go ahead of me through line 1, AFTER WAITING 15 MINUTES, I said ""Excuse me, m'am?? M'AM?? Can anyone hear me back there?"" She came back on the intercom all frantic ""I SAID IT'S GOING TO BE 20 MINUTES"" 

Having a child yell at a patron, I asked for her to get her manager to please explain why people that were behind me are now ahead of me.

The employee (female) told me that she doesn't have to get her manager and she is refusing me service.

That's fine sweetie. I didn't even want McDonald's but everyone else in the car did. 

The reason this place was so backed up was because she hadn't put the orders in and waited and waited. It's her own fault she was so frantic and behind in the first place. I have worked in the food industry to get a good grasp on how the ship is running. The way these employees and management handle situations are piss poor. 

Sadly, this isn't the first time it's happened to me at this location. The franchise owner is a disgrace to the golden arch. My friends have been yelled at here for the SAME EXACT SITUATION that happened to me. My friends have been yelled at because they went back up to the POS system and told them all the food was cold. The employee told them to eat their food faster, that it wasn't their fault.  Not to mention the food actually sucks. Sadly, when it's the only one that's open on your way home and you have cranky people in the car, you just got to give. 

This location is an embarrassment to the company. The franchise owner should be ashamed to call themselves' a business owner.
MC DONALD'S CORPORATE NEEDS TO CLEAN HOUSE AT THIS LOCATION AS WELL AS SPEEDWAY.",2018-11-02,05:24:37,"Fast Food, Restaurants, Burgers, Food, Coffee & Tea",Tucson,AZ,1.5,57,1.45,1
jnnyk3IscJzCPzcVm0uztw,vz3lKPgEemOgXkxZWWuUOw,9ik4zu2353HJu9QMrVzOiQ,"This was honestly one of the best experiences I have had from a McDonalds. 
I went late last night (around 1:30) to get some food after a night out. In my past experience, I expect a long line that moves far too slow to get lukewarm food that is far to inaccurate to what I ordered; but this was the exact opposite! 
I pull up to a fairly long line, but the movement is steady and I am able to order within a few minutes. The workers were on top of it and quite friendly, my order was 100% correct, and the food was as fresh as can be! 

Going to a fast food restaurant late at night never garners high expectations from me, so the fact that they were so on-point that late at night on a busy holiday weekend is definitely worth a shoutout!",2021-07-05,16:39:22,"Food, Fast Food, Burgers, Restaurants, Coffee & Tea",Nashville,TN,1.5,73,3.55,5
UKdJgbsClpM2-kOa5d6_AA,k68cmABPSQwc_ybNle7zsQ,eX1E0J6uh8a3oVazer1_yw,"I think I just ate cardboard bro. . Well the app wanted me to keep writing so, I guess I'll do it being that im not eating my food anyway. I paid $24 for stale fries and a cardboard burger. Took one bite and yeet the burger, fries is next..... sweet tea good tho....  overall, one star. Wish 0.5 was an option.",2021-04-13,03:55:17,"Fast Food, Restaurants, Burgers, Coffee & Tea, Food",Philadelphia,PA,1.5,31,2.6750000000000003,1
x0lkVKunux1FUM4PF_ML7Q,pdPYN-zh2-1_Dy-gkNgNrg,zSEqhlaHqY8sIDxznturEQ,Food got me and my kids really sick today. I think its time we stop eating McDonald's all together.,2021-04-05,20:13:46,"Restaurants, Fast Food, Food, Burgers, Coffee & Tea",Fairless Hills,PA,1.5,32,0,1
Gb2miZCOd5b38KLsvjCazQ,yXiVP5MGyTsyHSO0IvW0Bw,7dfl5-n6r_8EJVh811q9hQ,"I waited in the drive thru line for 8 minutes and 37 seconds and still never made it to the speaker to place my order. Don't bother with this place, service is terrible.",2018-08-25,18:10:38,"Food, Coffee & Tea, Burgers, Fast Food, Restaurants",Saint Louis,MO,1.5,9,0,1
4NG5rE6gC3Gjo3R2dNYhQg,v7eaO61PqwvkfPL9HOwKow,I8KMfyZoEqzLQtChv2X5fA,"I wish I could give NO stars.  

worst. McD's. EVER. 

Do you know why? Not the food. Not the prices. Not even the cleanliness of the restaurant. It's the management. 

This particular location has the worst service I've ever gotten in ANY fast food restaurant... That's because of poor management! How do I know? Because when I've had an issue with an employee and asked to speak to a manager, they either didn't come to the counter or are worse than the employee 

(PS- Not the first time it's been mentioned... do you even care?)",2019-06-16,08:51:37,"Restaurants, Fast Food, Food, Burgers, Coffee & Tea",Nashville,TN,1.5,85,0.625,1
pOW8V21ZHbMqn_q8kqFdxw,3_wlevu6PjcKv6LWg3E5IQ,HMyXpfUQud_7B0OsmBuNcg,"Bog standard McDonald's with nothing remarkable to comment on, which is always good for a chain restaurant. Quick service and friendly too. I'm removing stars because I find they are hard to get in and out of (location, location, location) and because my Mighty Wings were overcooked.",2014-03-29,22:11:34,"Coffee & Tea, Burgers, Food, Fast Food, Restaurants",Goodlettsville,TN,1.5,23,3.175,3
byyqw2vNRl0bKP1Bmfue0Q,ceIqkk6xGVUUjN0360ZboA,1kzNeQbACsnSGR0ubpsNbQ,"I would give this mcdonalds zero stars if i could! I just got done a sixteen hour shift at work and stopped to get some food on the way home. I ordered a large sweet tea twenty nuggets, two fries, and a mcdouble. When i got to the window the lady handed me a large bag that was taped shut I asked where my drink was and she explained that it was in the bag. I really didn't order that much food. I opened the bag and it wasnt my order I told the lady and she told me to go back around and wait in the drive through. The line was really long and I was annoyed at this point so I finally get a bag and drink didn't look because  was just ready to go home. Only to get home and find out I got the wrong order again. I ate what was given but half way into my fries I find hair! This mcdonalds is disgusting .",2020-08-08,00:21:12,"Restaurants, Fast Food, Food, Coffee & Tea, Burgers",Turnersville,NJ,2,7,0,1
V-AY5HHn7quhQFQqaxy-6A,KHyBpS4oxORUr_EtvXbAYQ,8qGe4GQYyZstFhYa0rvpIg,"I am pretty astounded right now. I received probably the best customer service I have ever encountered, at any restaurant, ever. The two gentlemen helping take my order, and payment in the drive through are some of the most kind and thoughtful people ever! 

Let's be honest, the job probably isn't the most rewarding. To me the fact these guys went above and beyond is an absolute reassurance there are still nice people in this world. 

At a 5-star restaurant, it's clear your waiter is constantly digging for a larger tip. These guys can't accept tips, and were more polite than 99% of any customer service employee in town. Just goes to show the true character they are looking for when hiring! Gone are the days of transients serving your food. 

Order was 100% accurate, with an ample amount of recycle-able napkins in the bag!",2021-07-22,14:55:34,"Food, Burgers, Restaurants, Fast Food, Coffee & Tea",Goleta,CA,2,58,3.65,5
USrMHbzWFIVWNTF-cJToLQ,JrNaThpQHNag-n6c_NcfkA,sZs1UrdLUMQ6khJGXSvObg,Fastest McDonald's in the morning. They are always friendly and efficient! Thank you for getting my order fast so I can get to work on time!,2020-10-30,01:56:04,"Fast Food, Burgers, Coffee & Tea, Restaurants, Food",Boise,ID,2.5,12,4.875,5
O9pL1PmQGFTI74UTM9Dsxw,fZ_5VVoNh32q3Yh3sqfwYQ,MgoBAUgSv6UM6RNhwyV-MA,"Literally the slowest McDonalds every time I try. It's horrible... I'm never the type the dodge out of line, but it's happened here twice. I'm actually writing this as I wait in line.... today might be the third time. 3 for 3?",2019-05-15,20:30:16,"Food, Burgers, Restaurants, Coffee & Tea, Fast Food",Tampa,FL,2,37,0.1,1
kPIsHI8_gUm3Sz22XcY3rw,bLvjx6Ndigl8WaiZUDgMzQ,mJVNXkfExLzzsXvbaY-ymw,"I live near by and 99% of the time they do a good job.  I can remember a few times they get things wrong during the order and pick-up, but Im in a hurry and Im sure they are rushed because of prime time but over all I have been happy with what expected from a fastfood store.",2019-09-21,02:40:40,"Fast Food, Burgers, Restaurants, Food, Coffee & Tea",Edmonton,AB,2.5,7,4.95,4
UaKcGOQjFalHecSeP0EEjQ,SBCwAwk569u7Ytk6stvuKQ,zszv_H7xTUo6SjCebQbbGg,"I would put 0 star if I could. It was the first time I had been waiting my order for so long in Mc. Even though when I had my order, I still didn't have my drink yet. I had to ask them to have my drink. I did try to be calm enough to wait. It was terrible. My food really worst than I expected. They forgot to put something in my husband hamburger. Do not want to be back.",2019-08-06,20:53:39,"Food, Fast Food, Restaurants, Burgers, Coffee & Tea",St. Petersburg,FL,2,37,0.075,1
1GfV1vd4c84CY_TNWBEh3A,IxQfgkCTFylPBnvBYv1xUw,3UHXD8T80OUFMCzLb3x-sQ,Worst McDonald's I've ever been to. Was trying to order food while employees were gathering around on there phones while talking about what they got paid. Terrible service it deserves 0 stars.,2019-05-09,01:39:39,"Food, Restaurants, Fast Food, Burgers, Coffee & Tea",New Orleans,LA,1,176,0,1
i4ukTqb-6wMjCPaZ2QGpIQ,OSJGLjTqk4E8OPfHbd19NA,W0JwMDaPz4KxJPqiUuh45A,"This place is a joke. The owners should be forced to spend time in this ridiculous, incompetent store. The staff behind the counter is doing the best that they can with their limited educational upbringing, but that isn't a free pass for terrible service. I place that blame squarely on the franchise owners. Today was my last trip in here. It's funny, the location in Wayne closed - my guess is this Rosemont location will be next.",2017-07-07,17:55:22,"Coffee & Tea, Food, Fast Food, Restaurants, Burgers",Bryn Mawr,PA,1.5,74,1,1
V_J4gzdLaaFWPTqGiS45Jg,qWXeFoS5hzxVAMlR-tfvtg,oVMf5FvsD7_HmBc3B62Zxw,"The service here is trash. They are all rude and impatient. They're even rude to each other. They yell at each other and talk down to everyone. I work in customer service and I know it can get stressful, so I really try to give the benefit of the doubt, but this is the absolute worst customer service here! You'd think after going there the first time I went there and got treated poorly that I would learn my lesson, but it's convenient on my way to work. Never going there again...",2020-08-15,00:49:21,"Coffee & Tea, Food, Fast Food, Burgers, Restaurants",St. Petersburg,FL,1.5,53,0.07500000000000001,1
Rs8J1wivzh84cCKEAMK5oA,7ubitFVnubBzheodsRdN4w,R722fDi0r2oamiWjbnRP2Q,"This establishment is always full of surprises. Will today be the day I ask, eager to head over to my favorite corner of town where the drive thru pulls directly out into busy traffic. I get in my car and make way over to the local watering hole. McDonalds. I pull into the drive thru and order the same thing i have been ordering for the past few weeks consistently. This is no ordinary McDonalds though. No matter how clear i make it, nor how polite I am, they will always get my order wrong. Its like a special power. I strongly recommend if you love surprises as much as I do.",2018-04-29,19:49:43,"Burgers, Restaurants, Fast Food, Food, Coffee & Tea",Reno,NV,1.5,103,3.6999999999999997,1
nXlDU-5XpflMJiTGXuEXFw,FPaulVPORvDq5kzv6ztiFQ,xbgzX-_EpV6yH-6nf2LCNw,Worst Customer Service EVER ! I called McDonalds several times and still no answer ! I ordered a door dash order which was damn near $40 and took damn near two hours to even be delivered and 6 out of the 12 items I PURCHASED are missing and incorrect. HOW IS THAT POSSIBLE? you had ample enough amount of time to get an order right and it still was wrong. I am very disappointed and corporate will be receiving a call from me.,2019-11-13,21:25:34,"Food, Restaurants, Sandwiches, Coffee & Tea, Burgers, Fast Food",New Orleans,LA,2,23,0.125,1
mnfBLyqqpBSNOaWLQyDeBQ,JLF9Y2vhc_3eQruwyIohMQ,nEP-AgKGA_-sEpotsTIhjg,Horrible service all the time. The sodas are almost always flat. The coke at this location taste terrible. They don't honor the app coupons at this location. Spend the extra few bucks to drive to a different location you will thank me,2021-12-29,18:44:46,"Fast Food, Burgers, Coffee & Tea, Restaurants, Food",Tucson,AZ,1.5,24,1.2249999999999999,1
rUUMh1iSGBVtNU1b5o-scQ,QcpBYbSiqCFlDoi9bWKgtw,YQD_Gm999Cthin64uLdOdA,Food not only APPEARED hot and fresh but they also gave me NAPKINS (without me asking for them)! wow!,2011-06-07,17:25:28,"Coffee & Tea, Food, Restaurants, Fast Food, Burgers",Philadelphia,PA,1.5,25,4.5,4
ANq0UGF9b2-s_PFC6u2PeA,NidyinWos_rsF6_84jyV8Q,WXxlJiG1QIae0Dasbf-fzA,Ordered breakfast at 10:34 said they would have my pumpkin spice ready in 10 minutes waited 25 minutes went to the door they forgot about me didn't offer me a refund or anything after 15 people already went by.,2019-09-11,04:21:41,"Food, Restaurants, Burgers, Fast Food, Coffee & Tea",Nashville,TN,2,48,0,1
g69V9mivmAmxYW_73Pupjg,6i7XsIdjmExkLJJ8RggRyg,F-Z2J3GDTNge3K6bsbnKSw,"Every time I come here I'm reminded why I try and avoid it.  This time out of the two orange juices one was filled with ice. Who TF has ice with orange juice? Considering the cup wasn't even full of OJ, I'm assuming they were running out and figured it's just easier to screw a customer.",2019-10-05,17:14:54,"Coffee & Tea, Restaurants, Burgers, Food, Fast Food",Spanish Springs,NV,1.5,49,0.07500000000000001,1
MF90dCn7JqVXiXHBAtiNRA,3mnnlSpjaPgwikwS7onSlA,Be8U1wz3as45341ZFYimIA,"Terrible! No supplies out at all.  No napkins, katsup etc. have to wait in line and ask for everything.",2014-12-13,21:22:04,"Fast Food, Burgers, Food, Restaurants, Coffee & Tea",Tucson,AZ,2.5,31,0,1
_W6I_ZUq7wiAMFNgKErRzw,DTKlhU4GUpOIQK7IjCJc3Q,S2f17_R3I2CXculeMDZAig,"This place is terrible. First, the men's room; no door on the stall; changing table is filthy and the bathroom is dirty. 
The service is lousy, very slow. A gentleman asked for ketchup, it took 3 to 5 minutes, no exaggeration. I drive for UberEats, it took forever to get my order to deliver. The Drive-Thru was wrapped 1/2 way around the building. When I finally left, I really felt sorry for the people in that line. They weren't getting served anytime soon. I will only go back if I have to pick up an order, never for myself. They really need to get a grip!

Oh my goodness! I wrote my review, then I decided to read others. It is not just me. It is disgusting!",2019-10-10,13:58:16,"Fast Food, Restaurants, Burgers, Coffee & Tea, Food",Ardmore,PA,1.5,77,0.725,1
3KjxAE0VVsP5smxCEK7g9g,_OsJLzE8cdBzuh15B3v7aw,eX1E0J6uh8a3oVazer1_yw,"Probably the worst McDonald's in Philadelphia.  Slow service, COLD FOOD and ignorant employees. If your fries are hot you're in luck. If you get an extra burger or fries in your bag (from the ignorant employees) you're even luckier. More than three times I've drove off GLADLY with extra goodies. Not that its a bad thing on my part but they clearly don't pay attention. I'd hate to be the one who has to wait for food because they passed it off.",2013-08-23,22:18:48,"Fast Food, Restaurants, Burgers, Coffee & Tea, Food",Philadelphia,PA,1.5,31,1.175,1
RpDE2HHXqY5FZnx0okuftQ,BToz-x5-wN_wlF4WqKsfWg,j76unyU-BZnZQjOMRb2ldw,"THIS particular MCDONALDS 10 Piece Chicken Nugget meal is over $7 ... why? You go anywhere else in the city and none of the other McDonalds restaurants are charging this much for the 10 piece nugget meals. Why is this meal soo much more at this location ? Nuggets, Medium Fry, and Medium Coke. Over $7. almost $8 if you round up... I wonder how many other meals at this location are priced up?",2018-10-15,21:23:19,"Fast Food, Coffee & Tea, Restaurants, Food, Burgers",Indianapolis,IN,2,32,2.4749999999999996,2
Ig6GNHh5adZnLh2cUxEMEw,6kJFLAHV-tNsBEZaRTqEWQ,PjknD8uD_0tisZQbomiYoQ,"I know that  there is someone begging at the door at times, and I know there are some rather unusual people sitting in the front of the restaurant; but I think the staff is nice and friendly and the food is always hot and fresh. I don't give money to the folks at the door and they're usually respectful and don't get in your face or really bother anyone at all. I do feel guilty about eating there because let's face it, I'm not there for a salad, I'm there for a Big Mac and other versions of their delicious burgers and lots of Diet Coke. I also feel guilty about the unfortunate folks at the door and that I'm eating basically unhealthy food (feeding my processed food addiction) near people who want money to feed their addictions too. There is a sad irony about the human condition that screams in mind when I go there. My processed food addiction, their various addictions, the desperation, OMG if you can overcome all of that, and hang back with the staff near the register, it's not a bad experience :)

So the staff are really nice and patient. For a while they stopped calling it ""special sauce"" and started calling it ""Mac sauce"" (I think it was generational because the younger staff didn't know what it was) but today on a commercial I heard the announcer call it ""special sauce"" again so maybe it's throwback Monday?",2018-02-19,22:45:57,"Restaurants, Burgers, Food, Coffee & Tea, Fast Food",Philadelphia,PA,2,48,1.45,5
F_xxHQmviE4X-1r0x0uFkg,kja7NeuA36-N7zglM2BtSw,wdFMJH5synpdp0jMNdCHNw,First the lady acted like she owned the mayonnaise when we ask for more mayonnaise packages and she just had a very nasty attitude and I do not appreciate that,2020-01-28,21:55:23,"Coffee & Tea, Fast Food, Restaurants, Food, Burgers",Indianapolis,IN,1.5,32,0,1
BNxWl7PJQEzGIAez_B-o3A,Qx-5FRNpL14H2TtIKmB1kA,1MpCSA9931OUqvZ3vTqzvg,"Enjoy the drive through, but DO NOT GET OUT OF YOUR CAR.  You'll probably get accosted or worse.  This isn't the nastiest location, but I would hesitate even walking in the parking lot during the daytime.",2017-06-27,04:19:07,"Coffee & Tea, Food, Burgers, Restaurants, Fast Food",Indianapolis,IN,1.5,20,1.9000000000000001,2
OTWIhRnrc8TXOAOjipD_Ng,s20OV03I59l51g3Q34fuwg,NZ8rkOpkBisCWpfJb2rfzQ,If I could give this location negative stars believe me I would . Second in line waiting to give an order in the drive thru and waited 10 minutes ....  then get to the ordering screen and waited for someone to acknowledge us .... another 5minutes.... had to press the car horn for someone to finally take our order . What a joke here . Will never give this McDonalds another penny ever again  I'm pissed as Hell.....,2018-01-18,01:55:29,"Food, Burgers, Restaurants, Fast Food, Coffee & Tea",Lutz,FL,2,22,1.0750000000000002,1
UCzC42cOA2BEBTg55arI_A,3YD-XlDk0jzSiNkcDCfrwQ,Qi3hCb03SwNwPj_geMRQXA,This McDonald's is by far the best. I try my hardest to eat healthy and stay away from fast food but it never fails when I pass this side of town to stop at this McDonald's. Their food at this location upholds the greatness all McDonald's use to have! Fast service crispy yummy fries,2019-05-31,17:15:35,"Fast Food, Burgers, Coffee & Tea, Food, Restaurants",Tampa,FL,2.5,35,4.85,5
LeUe7DGTuS9av2gOipYoVQ,f2OF3vpO9RNA44X-0SryqQ,5ewePyN_mEE_79OmYyYBEA,This place will continue to get 1 star from me until they become a decent restaurant business. They have yet to complete a drive thru order right OR without making me pull into spot 1. Its pathetic and embarrassing to be the only burger place in town and we as a community have to settle for your sorry service.,2020-11-10,02:12:40,"Burgers, Fast Food, Food, Coffee & Tea, Restaurants",Sahuarita,AZ,1.5,83,2.275,1
yLG8vgr2xK80W96HmIeQhA,IsSAN8LbZDzAv8d5xfre5g,DPDqL_--3SgiXQ4P8U4kdA,zero stars if possible!!! avoid this place! managers/staff/ orders are all a hot mess!!!  drive thru is worse with incomplete orders and careless additudues from everyone. they shpuld just close this store forever!,2019-01-16,00:45:33,"Coffee & Tea, Fast Food, Restaurants, Food, Burgers",Tucson,AZ,2,14,0.22499999999999998,1
yEvCocDj7Jf5Fp_cVCPoDg,MrCey8JxxgK29ciUUYA9TA,s0NYfUhZ4wa5c1c0EPdlRQ,"I just have to say that this McDonald's is a well-oiled machine! I come regularly to get a morning coffee (and sometimes get a #1) and everyone is always so pleasant and the team works so well together... from the incredibly energetic man taking orders to the quick payment window to the food pickup, I don't think it has ever taken longer than 2 minutes at the drive through. I have gone to quite a few other locations lately and the lackluster service experiences make me appreciate this location SO MUCH!! Keep it up!",2020-06-30,14:49:07,"Fast Food, Restaurants, Food, Burgers, Coffee & Tea",Tucson,AZ,1.5,57,4.85,5
Ywty7Nw8ihbDAP21ebMbWg,ZIOiAYC02DHbcaTA_uFTnw,NHz8uMabvQ2nXk6CddCK4w,I've never had burnt food here I always get great service and they never seem too busy love this micky d's,2014-08-27,14:15:49,"Fast Food, Burgers, Restaurants, Coffee & Tea, Food",Tucson,AZ,2.5,20,5,5
Bwd2cNN2R5Kg-UtzorUA0g,qDx_qk-d2xzFoaeZDrWUsg,UIlOq8dHsaqOqTZJVvI8tQ,"Felicia, one of the managers there is extremely rude. I have asked on several occasions to not get onions on my burgers yet, I get them with onions... I'm allergic, and whenever I make a point of it they get upset and make a big deal of it.",2015-09-11,08:51:59,"Fast Food, Restaurants, Burgers, Coffee & Tea, Food",Tucson,AZ,2,41,0,1
wCAx0oWRgjJo_7kszYoSwQ,Sci2x5SAz46gJy8qe6Ty0Q,XN6IctwNyZOvmlXCkmettw,"Kiosk inside is an epic failure. Walked out after waiting for a human for 15 minutes. Not all the food on the menu is easy to find on the screen,and the impersonal feel is like an overpriced vending machine. Pay folks to work the counter. I sure don't mind paying more to actually get the food I want.",2019-10-30,01:20:47,"Restaurants, Burgers, Food, Coffee & Tea, Fast Food",St. Louis,MO,1.5,43,0,1
